price,event_date,product_content_id,sold_count,visit_count,favored_count,basket_count,category_sold,category_brand_sold,category_visits
,27/01/2021,48740784,0,0,0,0,44,123799,8751
59.99,27/01/2021,73318567,2,0,45,7,148,8414,391
79.63059701,26/01/2021,85004,67,0,846,293,282,27161,3225
69.87466667,26/01/2021,4066298,150,0,126,318,1291,3760,2670
131.9708871,26/01/2021,6676673,496,0,1521,1540,1110,24213,6300
289,26/01/2021,7061886,16,0,139,71,48,2434,243
49.99,26/01/2021,31515569,371,0,1227,2021,878,62853,9652
,26/01/2021,32737302,0,0,0,0,242,22221,527
146.78725,26/01/2021,32939029,40,0,261,105,930,7846,974
,26/01/2021,48740784,0,0,0,0,65,129974,8280
,26/01/2021,73318567,0,0,83,11,242,22221,527
80.0278481,25/01/2021,85004,79,0,1096,293,322,30629,3419
69.95284553,25/01/2021,4066298,123,0,121,252,1244,3738,2601
135.7503544,25/01/2021,6676673,395,0,1198,1163,913,25384,6144
289,25/01/2021,7061886,10,0,147,74,32,3820,218
49.99,25/01/2021,31515569,433,0,1353,2098,939,59937,9492
,25/01/2021,32737302,0,0,0,0,219,20377,453
146.497027,25/01/2021,32939029,37,0,237,112,979,7310,1028
,25/01/2021,48740784,0,0,0,0,59,136573,8319
59.99,25/01/2021,73318567,2,0,110,13,219,20377,453
80.10146667,24/01/2021,85004,75,0,2593,398,345,36411,3967
70.24792453,24/01/2021,4066298,106,0,97,233,1294,3263,2483
134.7911876,24/01/2021,6676673,421,0,1424,1548,875,31572,7563
275.516129,24/01/2021,7061886,31,0,244,129,131,8634,847
49.99,24/01/2021,31515569,438,0,1605,2209,998,75091,12088
,24/01/2021,32737302,0,0,1,0,156,13797,495
146.5,24/01/2021,32939029,33,0,222,112,855,7446,908
,24/01/2021,48740784,0,0,0,0,62,160935,9538
59.99,24/01/2021,73318567,2,0,62,11,156,13797,495
80.07183099,23/01/2021,85004,71,0,595,305,277,28531,3608
70.08829787,23/01/2021,4066298,47,0,61,121,1179,3693,2193
139.491838,23/01/2021,6676673,321,0,1261,1264,843,33047,5926
268.1,23/01/2021,7061886,20,0,188,95,136,7455,807
50.11153618,23/01/2021,31515569,477,0,1344,2137,1026,69915,11714
,23/01/2021,32737302,0,0,1,0,124,14526,389
146.4785714,23/01/2021,32939029,28,0,160,111,856,4938,905
,23/01/2021,48740784,0,0,0,0,53,165680,10601
59.99,23/01/2021,73318567,1,0,73,4,124,14526,389
80.12641509,22/01/2021,85004,53,0,624,233,243,24166,3068
70.41566667,22/01/2021,4066298,30,0,37,77,965,4218,1895
138.2673177,22/01/2021,6676673,384,0,1372,1345,1033,26865,6537
273.1111111,22/01/2021,7061886,18,0,115,70,140,5940,687
49.99,22/01/2021,31515569,384,0,1303,2479,864,60064,9561
,22/01/2021,32737302,0,0,0,0,91,7364,317
146.5,22/01/2021,32939029,22,0,187,124,718,4521,764
,22/01/2021,48740784,0,0,0,0,60,157102,10168
,22/01/2021,73318567,0,0,37,4,91,7364,317
79.65283019,21/01/2021,85004,53,0,617,258,288,24987,3315
70.38769231,21/01/2021,4066298,117,0,137,266,1265,3743,2382
140.8455228,21/01/2021,6676673,373,0,1976,1526,1140,38260,7571
282.6666667,21/01/2021,7061886,12,0,151,90,145,7342,752
50.13287762,21/01/2021,31515569,402,0,1321,2278,914,65687,10702
,21/01/2021,32737302,0,0,0,0,83,6752,314
145.7166667,21/01/2021,32939029,42,0,353,197,757,4868,803
,21/01/2021,48740784,0,0,2,1,88,165918,10725
,21/01/2021,73318567,0,0,0,0,83,6752,314
79.71558442,20/01/2021,85004,77,0,1059,328,328,29801,3542
70.56145946,20/01/2021,4066298,185,0,188,567,1721,4415,3071
142.3433866,20/01/2021,6676673,313,0,974,1018,755,21400,5728
299.047619,20/01/2021,7061886,21,0,130,71,129,5506,702
50.09051497,20/01/2021,31515569,579,0,1909,3478,1300,71456,11638
,20/01/2021,32737302,0,0,0,0,97,9381,370
135.9340171,20/01/2021,32939029,117,0,510,380,772,4851,822
549.98,20/01/2021,48740784,1,0,8,6,84,214595,12324
,20/01/2021,73318567,0,0,0,0,97,9381,370
79.5721519,19/01/2021,85004,79,0,1060,383,350,28958,3551
72.77585526,19/01/2021,4066298,152,0,151,413,1580,4064,2785
139.9116041,19/01/2021,6676673,293,0,821,1031,723,18493,5600
289,19/01/2021,7061886,12,0,105,55,161,5390,732
49.99,19/01/2021,31515569,1743,0,3356,7998,3703,73148,15496
,19/01/2021,32737302,0,0,0,0,136,10301,529
135.45,19/01/2021,32939029,126,0,557,377,826,4091,868
549.98,19/01/2021,48740784,1,0,2,2,90,259590,16399
,19/01/2021,73318567,0,0,0,0,136,10301,529
72.09539474,18/01/2021,85004,152,0,1339,499,443,29758,3553
73.87660606,18/01/2021,4066298,165,0,121,323,1686,3462,2992
142.1034021,18/01/2021,6676673,291,0,861,1018,741,19504,5712
289,18/01/2021,7061886,20,0,121,53,129,5825,715
49.99980419,18/01/2021,31515569,1736,0,3887,8712,3614,69513,14491
,18/01/2021,32737302,0,0,0,0,100,9522,408
135.0037383,18/01/2021,32939029,107,0,465,358,760,3755,809
,18/01/2021,48740784,0,0,8,3,108,207763,15590
,18/01/2021,73318567,0,0,0,0,100,9522,408
68.15384615,17/01/2021,85004,234,0,1452,715,534,36519,4198
72.85957055,17/01/2021,4066298,163,0,147,313,1680,3271,2939
133.5727803,17/01/2021,6676673,446,0,1730,1774,903,27372,5644
289,17/01/2021,7061886,15,0,224,77,137,7314,775
49.99,17/01/2021,31515569,625,0,2787,3371,1417,80631,13250
,17/01/2021,32737302,0,0,0,0,116,10116,421
135.3736885,17/01/2021,32939029,122,0,588,411,916,5106,954
,17/01/2021,48740784,0,0,3,2,192,199897,13816
,17/01/2021,73318567,0,0,0,0,116,10116,421
67.95024876,16/01/2021,85004,201,0,1048,608,510,29554,4453
72.51817568,16/01/2021,4066298,148,0,134,321,1758,3522,3119
115.2780129,16/01/2021,6676673,1087,0,2409,3617,1583,27805,7017
287.6666667,16/01/2021,7061886,15,0,211,71,153,6116,734
49.96344309,16/01/2021,31515569,561,0,1621,2758,1440,76459,13758
,16/01/2021,32737302,0,0,0,0,171,9491,440
135.0731343,16/01/2021,32939029,134,0,518,468,953,5005,1010
,16/01/2021,48740784,0,0,8,2,557,183915,14429
,16/01/2021,73318567,0,0,0,0,171,9491,440
67.98178082,15/01/2021,85004,219,0,732,585,552,25447,5400
77.13802752,15/01/2021,4066298,218,0,150,393,2034,3436,3612
123.0005723,15/01/2021,6676673,664,0,1198,1918,1332,23412,7345
278.9,15/01/2021,7061886,20,0,82,52,148,4813,815
49.99,15/01/2021,31515569,540,0,1710,2783,1467,59791,11870
,15/01/2021,32737302,0,0,0,0,133,7442,341
135.2814286,15/01/2021,32939029,189,0,921,518,1207,6628,1252
,15/01/2021,48740784,0,0,1,0,96,141298,12033
,15/01/2021,73318567,0,0,0,0,133,7442,341
67.9,14/01/2021,85004,264,0,989,665,989,35020,6951
77.2423431,14/01/2021,4066298,239,0,209,416,2222,4640,4193
145.7374728,14/01/2021,6676673,368,0,1151,1161,1196,29538,9426
278.7066667,14/01/2021,7061886,18,0,63,69,215,9198,1067
49.99,14/01/2021,31515569,596,0,2343,3348,1386,67973,12123
,14/01/2021,32737302,0,0,1,0,162,7602,402
135.2644444,14/01/2021,32939029,180,0,996,706,1319,6611,1374
,14/01/2021,48740784,0,0,2,1,111,138756,11862
,14/01/2021,73318567,0,0,0,0,162,7602,402
67.89966887,13/01/2021,85004,302,0,2198,866,1134,43004,7258
77.23699571,13/01/2021,4066298,233,0,225,457,2258,5768,4395
144.4091852,13/01/2021,6676673,405,0,1642,1420,1336,37257,10186
279,13/01/2021,7061886,23,0,98,78,201,14132,1139
49.99,13/01/2021,31515569,565,0,1903,3597,1477,69300,12240
,13/01/2021,32737302,0,0,0,0,148,7165,369
135.1661053,13/01/2021,32939029,190,0,1155,644,1795,9282,1844
,13/01/2021,48740784,0,0,1,1,105,143865,11186
,13/01/2021,73318567,0,0,0,0,148,7165,369
67.9784131,12/01/2021,85004,397,0,2882,1338,1374,52080,7953
75.6845815,12/01/2021,4066298,227,0,336,490,2297,7316,4458
144.62974,12/01/2021,6676673,423,0,2363,1753,1416,53916,10392
279,12/01/2021,7061886,24,0,190,107,178,10071,1136
49.99,12/01/2021,31515569,1287,0,2943,5532,3140,70529,12780
,12/01/2021,32737302,0,0,0,0,133,6451,362
135.2409043,12/01/2021,32939029,188,0,1513,735,1551,8788,1606
,12/01/2021,48740784,0,0,0,1,81,124364,10145
,12/01/2021,73318567,0,0,0,0,133,6451,362
70.29455782,11/01/2021,85004,147,0,1140,653,679,43762,5237
77.83442308,11/01/2021,4066298,208,0,424,569,1578,5520,2949
144.1086544,11/01/2021,6676673,379,0,2539,1660,1160,46502,8221
278.4285714,11/01/2021,7061886,28,0,162,97,156,8310,736
50.05268608,11/01/2021,31515569,936,0,1868,4189,2347,71145,10572
,11/01/2021,32737302,0,0,0,0,127,6342,361
135.3999315,11/01/2021,32939029,146,0,802,509,939,7464,978
,11/01/2021,48740784,0,0,2,0,101,113265,8769
,11/01/2021,73318567,0,0,0,0,127,6342,361
74.59883721,10/01/2021,85004,86,0,713,351,610,40703,4072
74.56402116,10/01/2021,4066298,189,0,187,395,1435,3787,2737
136.7216997,10/01/2021,6676673,353,0,1265,1254,1001,24785,6777
278.3793103,10/01/2021,7061886,29,0,173,117,160,7851,731
49.99,10/01/2021,31515569,1145,0,2303,4692,2659,69440,12522
,10/01/2021,32737302,0,0,0,2,112,8023,446
135.3417391,10/01/2021,32939029,115,0,676,398,908,6527,972
,10/01/2021,48740784,0,0,1,1,85,123387,8990
,10/01/2021,73318567,0,0,0,0,112,8023,446
75.14693878,09/01/2021,85004,49,0,507,217,618,30947,4097
72.39392473,09/01/2021,4066298,186,0,174,351,1422,4283,2820
138.5966,09/01/2021,6676673,350,0,1759,1416,935,33892,6862
279,09/01/2021,7061886,22,0,146,80,150,7548,728
49.99,09/01/2021,31515569,1235,0,3775,6391,2945,80319,13168
,09/01/2021,32737302,0,0,0,0,101,9282,524
135.1952381,09/01/2021,32939029,126,0,688,442,904,6083,936
,09/01/2021,48740784,0,0,3,2,103,147545,9971
,09/01/2021,73318567,0,0,0,0,101,9282,524
75.83081633,08/01/2021,85004,49,0,612,260,630,32310,3971
73.38580838,08/01/2021,4066298,167,0,197,379,1458,4658,2690
134.4988867,08/01/2021,6676673,503,0,2092,1952,1080,45943,7041
279,08/01/2021,7061886,26,0,102,74,102,7102,656
50.04024447,08/01/2021,31515569,1152,0,3320,7015,2846,66246,11913
,08/01/2021,32737302,0,0,0,0,118,7563,351
135.2059322,08/01/2021,32939029,118,0,507,403,893,5639,929
,08/01/2021,48740784,0,0,0,2,90,124215,9515
,08/01/2021,73318567,0,0,0,0,118,7563,351
76.50787879,07/01/2021,85004,66,0,635,315,827,30821,4610
73.22561111,07/01/2021,4066298,180,0,207,391,2043,5635,3404
147.2684642,07/01/2021,6676673,293,0,933,1120,841,24530,6951
279,07/01/2021,7061886,16,0,109,86,159,7619,880
49.99,07/01/2021,31515569,1809,0,4406,7799,4340,63418,14254
,07/01/2021,32737302,0,0,0,0,128,5699,381
135.637767,07/01/2021,32939029,103,0,446,378,833,6919,887
,07/01/2021,48740784,0,0,2,0,96,146930,12417
,07/01/2021,73318567,0,0,0,0,128,5699,381
78.58410959,06/01/2021,85004,73,0,583,335,602,29522,4701
75.25413146,06/01/2021,4066298,213,0,261,472,2378,6477,3881
146.0266227,06/01/2021,6676673,379,0,1583,1456,947,27883,7148
279,06/01/2021,7061886,27,0,111,86,161,7478,871
49.99,06/01/2021,31515569,1371,0,4272,7744,3300,69099,14395
,06/01/2021,32737302,0,0,0,0,106,6876,360
137.3021687,06/01/2021,32939029,83,0,396,283,918,9471,967
,06/01/2021,48740784,0,0,1,1,80,147494,11609
,06/01/2021,73318567,0,0,0,0,106,6876,360
85.75877193,05/01/2021,85004,57,0,962,320,349,33739,4014
74.78551351,05/01/2021,4066298,185,0,268,367,1239,5665,2685
146.3769075,05/01/2021,6676673,346,0,974,1228,862,22388,6721
278.8823529,05/01/2021,7061886,34,0,151,79,153,8229,760
49.99,05/01/2021,31515569,869,0,1873,3951,2142,58774,10471
,05/01/2021,32737302,0,0,0,0,101,5535,383
143.0470588,05/01/2021,32939029,34,0,199,105,778,6224,820
,05/01/2021,48740784,0,0,3,0,98,122123,8730
,05/01/2021,73318567,0,0,0,0,101,5535,383
85.58192308,04/01/2021,85004,52,0,526,227,260,32208,3681
74.93150259,04/01/2021,4066298,193,0,187,336,1124,4282,2421
151.761371,04/01/2021,6676673,248,0,922,1035,524,21533,5499
279,04/01/2021,7061886,20,0,127,82,119,8424,669
49.99,04/01/2021,31515569,817,0,1745,3678,1955,56365,9701
,04/01/2021,32737302,0,0,0,0,96,8201,479
144.2290909,04/01/2021,32939029,22,0,101,70,720,5068,759
,04/01/2021,48740784,0,0,2,1,83,132427,8272
,04/01/2021,73318567,0,0,0,0,96,8201,479
84.90892857,03/01/2021,85004,56,0,923,297,297,45363,3802
72.95572917,03/01/2021,4066298,192,0,205,461,1033,3463,2210
165.7206164,03/01/2021,6676673,146,0,848,793,279,22719,4294
278.9473684,03/01/2021,7061886,19,0,172,101,159,7496,761
49.99,03/01/2021,31515569,785,0,2010,3860,2021,63780,10704
,03/01/2021,32737302,0,0,0,0,76,7873,605
144.3034483,03/01/2021,32939029,29,0,228,108,717,7733,762
,03/01/2021,48740784,0,0,2,1,80,154856,8997
,03/01/2021,73318567,0,0,0,0,76,7873,605
81.634,02/01/2021,85004,60,0,689,311,352,36301,3606
73.2680292,02/01/2021,4066298,137,0,193,328,942,3228,2013
159.979507,02/01/2021,6676673,142,0,954,808,478,27697,4818
278.9354839,02/01/2021,7061886,31,0,195,106,144,8684,794
49.99,02/01/2021,31515569,778,0,2263,4582,1906,64785,10328
,02/01/2021,32737302,0,0,0,0,81,4093,207
145.3071429,02/01/2021,32939029,14,0,229,95,659,6872,698
,02/01/2021,48740784,0,0,3,0,76,123300,7328
,02/01/2021,73318567,0,0,0,0,81,4093,207
83.79190476,01/01/2021,85004,42,0,429,207,201,21516,2768
73.2572,01/01/2021,4066298,125,0,149,428,958,2763,1935
122.7397333,01/01/2021,6676673,450,0,981,1584,816,19967,4905
279,01/01/2021,7061886,17,0,149,91,112,6549,664
49.99,01/01/2021,31515569,35,0,1589,602,1062,48115,7842
,01/01/2021,32737302,0,0,0,0,40,2930,159
145.3214286,01/01/2021,32939029,28,0,168,106,596,5040,633
,01/01/2021,48740784,0,0,5,0,66,110691,6766
,01/01/2021,73318567,0,0,0,0,40,2930,159
82.54,31/12/2020,85004,19,0,235,124,186,12984,2300
73.512,31/12/2020,4066298,95,0,135,234,697,2174,1439
161.550791,31/12/2020,6676673,177,0,675,816,608,15971,5164
279,31/12/2020,7061886,16,0,101,64,89,3567,541
49.99,31/12/2020,31515569,175,0,968,977,855,31645,6864
,31/12/2020,32737302,0,0,0,0,43,1548,107
144.8944444,31/12/2020,32939029,18,0,86,69,551,3380,570
,31/12/2020,48740784,0,0,1,0,73,91834,7361
,31/12/2020,73318567,0,0,0,0,43,1548,107
73.55692308,30/12/2020,85004,65,0,415,268,238,22190,2933
74.01785714,30/12/2020,4066298,112,0,144,269,829,2735,1740
151.6492991,30/12/2020,6676673,214,0,1056,951,617,21873,5386
279,30/12/2020,7061886,21,0,130,90,116,5091,624
49.99,30/12/2020,31515569,630,0,1509,3261,1402,45932,8571
59.99,30/12/2020,32737302,1,0,6,4,58,2445,142
144.6490909,30/12/2020,32939029,11,0,88,48,548,3673,570
,30/12/2020,48740784,0,0,6,0,100,121819,8084
,30/12/2020,73318567,0,0,0,0,58,2445,142
70.09607843,29/12/2020,85004,102,0,496,311,364,24931,3332
74.56096774,29/12/2020,4066298,93,0,126,217,813,3266,1763
145.623588,29/12/2020,6676673,301,0,1043,1232,677,21422,5554
279,29/12/2020,7061886,30,0,125,125,120,6505,806
49.99,29/12/2020,31515569,611,0,1399,3636,1441,51066,8675
,29/12/2020,32737302,0,0,1,0,45,2612,123
145.8214286,29/12/2020,32939029,14,0,121,53,610,4732,637
,29/12/2020,48740784,0,0,4,0,113,131847,9028
,29/12/2020,73318567,0,0,0,0,45,2612,123
72.00096774,28/12/2020,85004,62,0,468,283,362,26103,3178
74.35637931,28/12/2020,4066298,116,0,164,245,885,2940,1904
137.3422897,28/12/2020,6676673,428,0,1246,1508,799,21088,5558
279,28/12/2020,7061886,21,0,118,81,123,5997,741
49.99,28/12/2020,31515569,546,0,1682,2617,1392,45939,8095
,28/12/2020,32737302,0,0,0,0,47,2644,125
147,28/12/2020,32939029,13,0,105,66,600,4541,640
,28/12/2020,48740784,0,0,3,0,124,120008,8466
,28/12/2020,73318567,0,0,0,0,47,2644,125
80.04612245,27/12/2020,85004,49,0,598,252,216,29048,3115
74.12747368,27/12/2020,4066298,95,0,166,226,819,2733,1657
141.9376721,27/12/2020,6676673,305,0,1181,1295,634,20529,4675
279,27/12/2020,7061886,34,0,233,125,139,8378,863
49.99,27/12/2020,31515569,501,0,1661,2725,1316,54307,9650
,27/12/2020,32737302,0,0,0,0,39,3112,132
144.6727273,27/12/2020,32939029,22,0,180,74,724,6005,747
,27/12/2020,48740784,0,0,0,0,114,141904,8581
,27/12/2020,73318567,0,0,0,0,39,3112,132
81.04689655,26/12/2020,85004,29,0,330,167,197,24478,3117
75.01216981,26/12/2020,4066298,106,0,153,244,878,2864,1802
142.4654696,26/12/2020,6676673,362,0,1261,1420,675,21594,5244
279,26/12/2020,7061886,17,0,236,127,147,8275,854
50.14713469,26/12/2020,31515569,534,0,1806,3035,1454,56570,9614
,26/12/2020,32737302,0,0,0,0,39,3243,148
139.36875,26/12/2020,32939029,32,0,216,149,825,5854,856
,26/12/2020,48740784,0,0,1,0,126,151750,9628
,26/12/2020,73318567,0,0,0,0,39,3243,148
81.18882353,25/12/2020,85004,17,0,298,182,183,18517,2796
71.14598039,25/12/2020,4066298,102,0,206,263,751,3322,1609
141.3866828,25/12/2020,6676673,413,0,1837,1735,753,25779,6042
280.045,25/12/2020,7061886,20,0,115,112,137,5095,679
49.99,25/12/2020,31515569,660,0,1954,3955,1644,47654,8966
,25/12/2020,32737302,0,0,2,0,32,2951,110
140.3989583,25/12/2020,32939029,48,0,244,183,867,5649,907
,25/12/2020,48740784,0,0,0,0,159,138374,9884
,25/12/2020,73318567,0,0,0,0,32,2951,110
79.28888889,24/12/2020,85004,45,0,277,225,376,26995,5094
65.11075881,24/12/2020,4066298,369,0,325,810,1956,4658,3332
144.9350877,24/12/2020,6676673,342,0,1722,1540,796,28164,7911
279,24/12/2020,7061886,22,0,117,88,197,6175,1042
49.48995825,24/12/2020,31515569,1795,0,3208,6702,4104,58194,15107
,24/12/2020,32737302,0,0,0,0,67,2615,202
132.3064815,24/12/2020,32939029,162,0,745,516,1713,10710,1758
,24/12/2020,48740784,0,0,0,0,169,151860,15871
,24/12/2020,73318567,0,0,0,0,67,2615,202
72.26734694,23/12/2020,85004,196,0,796,637,882,43428,8705
65.09148688,23/12/2020,4066298,686,0,602,1317,5332,8303,7908
144.3071429,23/12/2020,6676673,476,0,1819,1931,1067,39052,11431
276.9459459,23/12/2020,7061886,37,0,145,108,367,7917,1902
47.9566874,23/12/2020,31515569,3649,0,4799,11867,7863,72581,25255
,23/12/2020,32737302,0,0,0,0,112,3739,337
138.0893617,23/12/2020,32939029,235,0,1990,1189,3414,21292,3487
,23/12/2020,48740784,0,0,0,0,236,211913,24557
,23/12/2020,73318567,0,0,0,0,112,3739,337
72.09137931,22/12/2020,85004,116,0,772,404,914,45474,8820
65.03967825,22/12/2020,4066298,777,0,524,1547,6392,10452,8999
142.4378981,22/12/2020,6676673,628,0,1888,2388,1123,44226,12132
274.1020408,22/12/2020,7061886,49,0,193,162,368,11643,1944
47.95,22/12/2020,31515569,3422,0,5427,11829,7526,76364,23963
,22/12/2020,32737302,0,0,0,0,132,4130,384
143.3508247,22/12/2020,32939029,194,0,1213,876,3413,23931,3477
,22/12/2020,48740784,0,0,0,0,206,218890,22204
,22/12/2020,73318567,0,0,0,0,132,4130,384
71.96208054,21/12/2020,85004,149,0,579,545,1164,56929,9902
64.33772239,21/12/2020,4066298,1023,0,794,2230,3745,9318,6966
143.8830429,21/12/2020,6676673,792,0,2647,3121,1429,50562,13210
273.0909091,21/12/2020,7061886,44,0,272,235,397,15149,2102
47.96165654,21/12/2020,31515569,3900,0,9172,16412,8203,101199,25506
,21/12/2020,32737302,0,0,1,0,140,4239,345
139.8356643,21/12/2020,32939029,143,0,541,532,3043,17068,3122
,21/12/2020,48740784,0,0,1,0,276,225330,23271
,21/12/2020,73318567,0,0,0,0,140,4239,345
70.26780822,20/12/2020,85004,73,0,635,461,518,53032,5819
66.8727704,20/12/2020,4066298,527,0,811,2123,1738,8262,3421
146.6035912,20/12/2020,6676673,362,0,3063,2370,756,47669,8548
271.1428571,20/12/2020,7061886,28,0,357,195,191,12269,1041
47.97732886,20/12/2020,31515569,1690,0,8092,10745,3828,85482,14802
,20/12/2020,32737302,0,0,0,0,64,4808,282
141.6646429,20/12/2020,32939029,28,0,255,142,829,9159,870
,20/12/2020,48740784,0,0,0,0,168,208237,13558
,20/12/2020,73318567,0,0,0,0,64,4808,282
70.29642857,19/12/2020,85004,84,0,636,400,368,36720,4011
76.43528846,19/12/2020,4066298,208,0,410,787,896,4189,1838
145.926395,19/12/2020,6676673,319,0,3489,1674,661,29913,5230
277.8387097,19/12/2020,7061886,31,0,273,181,125,8258,632
48.03842881,19/12/2020,31515569,1422,0,4636,7107,3215,82595,13084
,19/12/2020,32737302,0,0,0,0,57,3959,216
137.3091837,19/12/2020,32939029,49,0,290,200,697,6429,735
,19/12/2020,48740784,0,0,0,0,150,202489,11940
,19/12/2020,73318567,0,0,0,0,57,3959,216
70.23518519,18/12/2020,85004,54,0,450,294,312,27866,2914
76.41928251,18/12/2020,4066298,223,0,418,543,978,4051,1883
146.4356119,18/12/2020,6676673,335,0,4106,1863,713,31911,5552
279.1612903,18/12/2020,7061886,31,0,209,131,119,6035,648
47.18362745,18/12/2020,31515569,816,0,5049,4654,1713,65083,10135
,18/12/2020,32737302,0,0,1,0,74,3794,190
137.5,18/12/2020,32939029,33,0,233,136,707,5016,748
,18/12/2020,48740784,0,0,0,0,100,169789,9957
,18/12/2020,73318567,0,0,0,0,74,3794,190
73.42574074,17/12/2020,85004,54,0,371,263,321,23267,3088
76.5,17/12/2020,4066298,272,0,245,566,1230,3989,2299
130.0136535,17/12/2020,6676673,531,0,1279,1815,941,24658,5888
278.4444444,17/12/2020,7061886,36,0,468,185,103,7303,676
39.99,17/12/2020,31515569,1862,0,3473,6761,3888,62075,13690
,17/12/2020,32737302,0,0,0,0,183,4540,317
137.9903846,17/12/2020,32939029,26,0,275,150,836,5609,875
,17/12/2020,48740784,0,0,0,0,104,160649,12362
,17/12/2020,73318567,0,0,0,0,183,4540,317
80.410625,16/12/2020,85004,48,0,311,227,330,27647,3505
76.51131737,16/12/2020,4066298,334,0,273,621,1504,3827,2797
128.697238,16/12/2020,6676673,706,0,1680,2238,1074,23726,6336
278.6666667,16/12/2020,7061886,54,0,221,168,153,6262,733
40.49918197,16/12/2020,31515569,2396,0,4599,9940,5064,67186,14875
,16/12/2020,32737302,0,0,2,0,199,6132,345
136.425,16/12/2020,32939029,40,0,261,150,917,5089,987
,16/12/2020,48740784,0,0,0,0,134,180915,15014
,16/12/2020,73318567,0,0,0,0,199,6132,345
80.07147059,15/12/2020,85004,34,0,484,230,492,30327,3618
76.5,15/12/2020,4066298,376,0,290,689,1835,4028,3235
128.6152363,15/12/2020,6676673,804,0,2251,2957,1167,25976,6426
279,15/12/2020,7061886,41,0,188,146,139,4305,703
49.99,15/12/2020,31515569,1115,0,2439,3966,2284,55744,10493
,15/12/2020,32737302,0,0,0,0,88,3698,249
136.3865854,15/12/2020,32939029,41,0,221,128,984,5421,1016
799.9,15/12/2020,48740784,1,0,0,1,117,140204,10526
,15/12/2020,73318567,0,0,0,0,88,3698,249
77.43294118,14/12/2020,85004,34,0,382,209,390,24903,3087
76.54322581,14/12/2020,4066298,310,0,291,584,1392,3295,2564
134.5980483,14/12/2020,6676673,538,0,1410,1694,829,21903,5622
279.6333333,14/12/2020,7061886,33,0,176,138,139,5224,667
49.99,14/12/2020,31515569,1001,0,3191,4471,2154,66963,9960
,14/12/2020,32737302,0,0,0,0,85,4368,266
137.8379167,14/12/2020,32939029,24,0,212,137,899,5345,924
,14/12/2020,48740784,0,0,4,1,99,138363,9310
,14/12/2020,73318567,0,0,0,0,85,4368,266
70.75945946,13/12/2020,85004,74,0,472,272,494,32655,4330
76.50756654,13/12/2020,4066298,263,0,273,565,1523,4028,2989
132.3509031,13/12/2020,6676673,609,0,1716,2198,976,22868,5841
270.527451,13/12/2020,7061886,51,0,231,202,198,7775,1011
49.99,13/12/2020,31515569,1584,0,5724,6437,3458,79429,14586
,13/12/2020,32737302,0,0,0,0,175,4718,371
146.5922388,13/12/2020,32939029,67,0,344,265,1147,6095,1191
,13/12/2020,48740784,0,0,7,5,191,158138,11812
,13/12/2020,73318567,0,0,0,0,175,4718,371
70.0201087,12/12/2020,85004,92,0,424,286,449,32179,3930
76.5,12/12/2020,4066298,291,0,304,619,1565,4396,2844
139.0573378,12/12/2020,6676673,447,0,2324,1998,827,29875,6016
264.2307692,12/12/2020,7061886,52,0,255,244,200,9420,1054
49.99,12/12/2020,31515569,1090,0,3437,5395,2601,65905,12710
,12/12/2020,32737302,0,0,1,0,140,4364,333
141.9403509,12/12/2020,32939029,57,0,435,279,1239,7110,1294
,12/12/2020,48740784,0,0,8,2,188,168110,12606
,12/12/2020,73318567,0,0,0,0,140,4364,333
70.20897436,11/12/2020,85004,78,0,642,291,421,21993,2997
72.6818617,11/12/2020,4066298,188,0,201,420,867,2822,1801
145.5862457,11/12/2020,6676673,293,0,913,1011,597,21523,5538
279,11/12/2020,7061886,24,0,166,99,145,6121,659
49.99,11/12/2020,31515569,666,0,1324,2306,1281,52221,7857
,11/12/2020,32737302,0,0,0,0,68,3367,231
136.1346939,11/12/2020,32939029,49,0,298,175,834,4513,872
,11/12/2020,48740784,0,0,17,4,131,138466,9091
,11/12/2020,73318567,0,0,0,0,68,3367,231
69.9,10/12/2020,85004,96,0,767,334,431,26223,3221
75.59012245,10/12/2020,4066298,245,0,253,464,939,3211,1914
147.5959108,10/12/2020,6676673,269,0,915,1012,664,21311,5529
279,10/12/2020,7061886,33,0,198,120,144,7419,694
49.99,10/12/2020,31515569,917,0,2164,2959,1939,60636,10639
,10/12/2020,32737302,0,0,0,0,97,3718,270
140.18625,10/12/2020,32939029,48,0,277,171,684,4651,724
,10/12/2020,48740784,0,0,8,7,147,138794,10468
,10/12/2020,73318567,0,0,0,0,97,3718,270
70.09047619,09/12/2020,85004,84,0,468,313,431,25512,3069
77.65853774,09/12/2020,4066298,212,0,252,422,1059,3683,2130
147.1586572,09/12/2020,6676673,283,0,1030,1071,726,22713,5756
279,09/12/2020,7061886,43,0,540,199,162,7367,794
49.99,09/12/2020,31515569,1000,0,2929,3576,2002,70188,10348
,09/12/2020,32737302,0,0,0,0,86,3879,240
140.695,09/12/2020,32939029,40,0,299,168,737,4271,779
,09/12/2020,48740784,0,0,0,1,124,139827,10116
,09/12/2020,73318567,0,0,0,0,86,3879,240
70.28461538,08/12/2020,85004,78,0,657,349,438,26847,3196
75.99652406,08/12/2020,4066298,187,0,239,388,957,3166,1931
150.7934783,08/12/2020,6676673,230,0,964,1026,681,27126,5688
286.075,08/12/2020,7061886,40,0,401,215,156,6926,795
49.99,08/12/2020,31515569,870,0,1943,3315,1925,58108,9222
